Batch Size,Sequential Prop,Initial Time,Initial Peak Memory,Initial Loss,Sequential Time,Sequential Peak Memory,Sequential Loss,Total Loss
45,0.05,0.38121581077575684,980.77,0.039,0.3452036380767822,914.05,0.039246,0.04097
45,0.1,0.36626172065734863,932.13,0.039,0.5978832244873047,993.47,0.038934,0.04141
45,0.15,0.3530089855194092,882.21,0.039,0.8694655895233154,1071.59,0.038869,0.04135
45,0.2,0.3604426383972168,833.38,0.039,1.1564292907714844,1150.58,0.039241,0.04125
45,0.25,0.3487062454223633,785.1,0.039,1.461348056793213,1230.12,0.038962,0.04111
45,0.3,0.33896923065185547,735.72,0.039,1.735309362411499,1308.56,0.038662,0.04095
45,0.35,0.327988862991333,686.89,0.038,2.0070641040802,1387.56,0.038875,0.041
45,0.4,0.31415843963623047,640.13,0.039,2.296783924102783,1467.8,0.039023,0.0413
45,0.45,0.31769537925720215,590.39,0.038,2.6208457946777344,1546.12,0.038973,0.04117
45,0.5,0.3095700740814209,541.1,0.038,2.939136505126953,1624.88,0.038872,0.04123
45,0.55,0.31065821647644043,492.13,0.038,3.22487735748291,1703.97,0.038856,0.04119
45,0.6,0.31589365005493164,442.75,0.038,3.5196871757507324,1782.52,0.038562,0.04097
45,0.65,0.28646206855773926,394.85,0.038,3.8460707664489746,1862.44,0.038411,0.04101
45,0.7,0.2944924831390381,345.32,0.037,4.0525243282318115,1940.73,0.038455,0.04117
45,0.75,0.2836019992828369,296.27,0.037,4.5084733963012695,2019.5,0.038384,0.04113
45,0.8,0.2755155563354492,250.13,0.036,4.710862159729004,2100.25,0.038282,0.04112
45,0.85,0.2720224857330322,200.13,0.035,4.953422784805298,2178.3,0.038392,0.04141
45,0.9,0.2731201648712158,150.72,0.033,5.338079452514648,2256.95,0.038314,0.04135
45,0.95,0.26265478134155273,101.66,0.028,5.682063579559326,2336.18,0.038876,0.04185
45,0.96,0.27452874183654785,92.28,0.025,5.788874387741089,2351.84,0.039185,0.04214
45,0.97,0.27675533294677734,84.27,0.022,5.765711307525635,2367.49,0.03991,0.04283
45,0.98,0.33308935165405273,76.41,0.015,5.788887977600098,2383.25,0.040479,0.04325
45,0.99,0.40278148651123047,68.22,0.003,5.819292306900024,2398.67,0.043543,0.0461
50,0.05,0.38039493560791016,980.77,0.039,0.28350329399108887,914.3,0.039602,0.04128
50,0.1,0.3626585006713867,932.13,0.039,0.5753529071807861,993.82,0.039063,0.04111
50,0.15,0.35514187812805176,882.21,0.039,0.8509120941162109,1072.05,0.039196,0.04118
50,0.2,0.34312939643859863,833.38,0.039,1.1207895278930664,1151.15,0.039106,0.04093
50,0.25,0.3282475471496582,785.1,0.039,1.4164814949035645,1230.8,0.039023,0.04103
50,0.3,0.3274359703063965,735.72,0.039,1.689929723739624,1309.36,0.0388,0.04095
50,0.35,0.33016300201416016,686.89,0.039,1.9591526985168457,1388.46,0.039237,0.04128
50,0.4,0.3283402919769287,640.13,0.038,2.229250907897949,1468.81,0.039067,0.04111
50,0.45,0.3135380744934082,590.39,0.039,2.495729923248291,1547.24,0.039182,0.04135
50,0.5,0.3057982921600342,541.1,0.038,2.8054347038269043,1626.11,0.03883,0.04113
50,0.55,0.3045048713684082,492.13,0.038,3.1328747272491455,1705.3,0.03903,0.04125
50,0.6,0.3200187683105469,442.75,0.038,3.368574380874634,1783.96,0.038669,0.04123
50,0.65,0.2988474369049072,394.85,0.037,3.66585373878479,1863.99,0.038428,0.04091
50,0.7,0.2913494110107422,345.32,0.037,3.9155807495117188,1942.39,0.038621,0.04122
50,0.75,0.2910797595977783,296.27,0.037,4.262320041656494,2021.27,0.038599,0.04138
50,0.8,0.2858269214630127,250.13,0.036,4.4667394161224365,2102.12,0.03847,0.04127
50,0.85,0.295058012008667,200.13,0.035,4.798560857772827,2180.29,0.038251,0.04116
50,0.9,0.2651369571685791,150.72,0.032,5.113714933395386,2259.04,0.038264,0.04127
50,0.95,0.2736833095550537,101.66,0.027,5.394129991531372,2338.38,0.039191,0.04211
50,0.96,0.2864267826080322,92.28,0.026,5.3685057163238525,2354.06,0.039334,0.04225
50,0.97,0.2757396697998047,84.27,0.022,5.471059799194336,2369.74,0.03981,0.04273
50,0.98,0.32775306701660156,76.41,0.015,5.509356737136841,2385.51,0.04082,0.04361
50,0.99,0.44609761238098145,68.22,0.003,5.708715200424194,2400.96,0.043419,0.04597
55,0.05,0.370253324508667,980.77,0.039,0.2746460437774658,914.52,0.039072,0.04099
55,0.1,0.3760817050933838,932.13,0.039,0.5420205593109131,994.14,0.03911,0.04129
55,0.15,0.3565826416015625,882.21,0.039,0.8075311183929443,1072.45,0.039527,0.04118
55,0.2,0.3339388370513916,833.38,0.039,1.0986642837524414,1151.64,0.038902,0.04112
55,0.25,0.3444552421569824,785.1,0.039,1.354266881942749,1231.38,0.039435,0.04125
55,0.3,0.3295900821685791,735.72,0.039,1.6297311782836914,1310.02,0.038784,0.04099
55,0.35,0.3379018306732178,686.89,0.039,1.9711153507232666,1389.21,0.038731,0.04093
55,0.4,0.33427953720092773,640.13,0.039,2.15065336227417,1469.65,0.039246,0.04139
55,0.45,0.31339550018310547,590.39,0.039,2.516895294189453,1548.17,0.038484,0.04105
55,0.5,0.3080410957336426,541.1,0.038,2.6837539672851562,1627.12,0.038827,0.04104
55,0.55,0.3162989616394043,492.13,0.038,2.9751169681549072,1706.41,0.038972,0.04123
55,0.6,0.3077809810638428,442.75,0.038,3.2619242668151855,1785.16,0.038839,0.04118
55,0.65,0.2973172664642334,394.85,0.038,3.446566343307495,1865.28,0.038861,0.04122
55,0.7,0.29221391677856445,345.32,0.037,3.7971243858337402,1943.76,0.038537,0.04107
55,0.75,0.2831571102142334,296.27,0.037,4.198134422302246,2022.73,0.038354,0.04109
55,0.8,0.2726433277130127,250.13,0.036,4.3605663776397705,2103.67,0.038565,0.04131
55,0.85,0.2743408679962158,200.13,0.035,4.566762924194336,2181.93,0.038423,0.04136
55,0.9,0.2757275104522705,150.72,0.033,4.813075065612793,2260.77,0.038781,0.04178
55,0.95,0.27096128463745117,101.66,0.028,5.238611936569214,2340.2,0.039148,0.04221
55,0.96,0.2811431884765625,92.28,0.025,5.233069896697998,2355.9,0.039335,0.04229
55,0.97,0.290973424911499,84.27,0.021,5.299983501434326,2371.59,0.039551,0.04238
55,0.98,0.32794904708862305,76.41,0.016,5.342682361602783,2387.39,0.040548,0.04338
55,0.99,0.44359517097473145,68.22,0.003,5.373239278793335,2402.85,0.043379,0.04593
60,0.05,0.3872227668762207,980.77,0.039,0.26786327362060547,914.77,0.038434,0.041
60,0.1,0.3502073287963867,932.13,0.039,0.5285272598266602,994.5,0.039289,0.04118
60,0.15,0.3536393642425537,882.21,0.039,0.7869729995727539,1072.93,0.039263,0.04125
60,0.2,0.3492605686187744,833.38,0.039,1.037745475769043,1152.23,0.039159,0.04128
60,0.25,0.3366725444793701,785.1,0.039,1.2741000652313232,1232.09,0.038741,0.04093
60,0.3,0.3493642807006836,735.72,0.039,1.5511589050292969,1310.85,0.039311,0.04135
60,0.35,0.3340780735015869,686.89,0.038,1.7991855144500732,1390.15,0.038812,0.04097
60,0.4,0.3186311721801758,640.13,0.038,2.045164108276367,1470.7,0.038775,0.0409
60,0.45,0.32294154167175293,590.39,0.038,2.3053388595581055,1549.34,0.03886,0.04115
60,0.5,0.33369994163513184,541.1,0.038,2.6030666828155518,1628.41,0.039069,0.04128
60,0.55,0.3028750419616699,492.13,0.038,2.9004013538360596,1707.81,0.038839,0.04119
60,0.6,0.28676509857177734,442.75,0.038,3.0650675296783447,1786.68,0.038633,0.04108
60,0.65,0.28995299339294434,394.85,0.038,3.3652725219726562,1866.9,0.038417,0.04103
60,0.7,0.29625940322875977,345.32,0.037,3.621598720550537,1945.5,0.038481,0.04103
60,0.75,0.29451990127563477,296.27,0.036,3.8742516040802,2024.59,0.038202,0.04094
60,0.8,0.2888202667236328,250.13,0.036,4.140439033508301,2105.64,0.038505,0.04131
60,0.85,0.27437877655029297,200.13,0.035,4.464312791824341,2184.01,0.0381,0.04101
60,0.9,0.2700207233428955,150.72,0.033,4.675464868545532,2262.98,0.038359,0.04138
60,0.95,0.2661151885986328,101.66,0.027,4.977654457092285,2342.51,0.039054,0.04201
60,0.96,0.2740042209625244,92.28,0.025,4.983482837677002,2358.24,0.039735,0.0427
60,0.97,0.2735867500305176,84.27,0.021,5.543484687805176,2373.95,0.039904,0.04284
60,0.98,0.30927371978759766,76.41,0.016,5.376942157745361,2389.77,0.041243,0.04402
60,0.99,0.45896315574645996,68.22,0.003,5.518807649612427,2405.26,0.043862,0.04636
65,0.05,0.37201428413391113,980.77,0.039,0.30614399909973145,915.0,0.039008,0.04088
65,0.1,0.35843634605407715,932.13,0.039,0.5951540470123291,994.83,0.038441,0.04095
65,0.15,0.3691995143890381,882.21,0.039,0.891510009765625,1073.35,0.039153,0.04111
65,0.2,0.35828542709350586,833.38,0.039,1.1892569065093994,1152.76,0.038842,0.0412
65,0.25,0.3501262664794922,785.1,0.039,1.4809699058532715,1232.71,0.039224,0.04138
65,0.3,0.34502339363098145,735.72,0.039,1.7770428657531738,1311.56,0.038899,0.04093
65,0.35,0.33938002586364746,686.89,0.039,2.096956729888916,1390.96,0.039285,0.04149
65,0.4,0.3196296691894531,640.13,0.039,2.382101058959961,1471.62,0.039462,0.04132
65,0.45,0.3106663227081299,590.39,0.039,2.6884713172912598,1550.35,0.038686,0.04117
65,0.5,0.3176765441894531,541.1,0.038,2.9657950401306152,1629.51,0.038908,0.0412
65,0.55,0.3215217590332031,492.13,0.038,3.441585063934326,1709.01,0.038934,0.04097
65,0.6,0.3001556396484375,442.75,0.038,3.7047739028930664,1787.97,0.038919,0.04137
65,0.65,0.31323671340942383,394.85,0.038,4.014103889465332,1868.3,0.038653,0.04121
65,0.7,0.29633092880249023,345.32,0.037,4.356436252593994,1947.0,0.03863,0.04119
65,0.75,0.28520798683166504,296.27,0.036,4.698928356170654,2026.18,0.038483,0.04107
65,0.8,0.2906496524810791,250.13,0.036,5.012017011642456,2107.33,0.038441,0.04136
65,0.85,0.26528286933898926,200.13,0.035,5.372326374053955,2185.8,0.03852,0.04145
65,0.9,0.27900004386901855,150.72,0.033,5.727287530899048,2264.86,0.038391,0.04134
65,0.95,0.27655553817749023,101.66,0.027,6.037261724472046,2344.49,0.038947,0.04186
65,0.96,0.27923154830932617,92.28,0.025,6.2376909255981445,2360.23,0.039342,0.0423
65,0.97,0.2807145118713379,84.27,0.022,6.551750183105469,2375.97,0.039827,0.04273
65,0.98,0.31465935707092285,76.41,0.016,6.510519027709961,2391.81,0.04131,0.04415
65,0.99,0.43121862411499023,68.22,0.003,6.359540700912476,2407.31,0.043417,0.04584
70,0.05,0.3634624481201172,980.77,0.039,0.3015761375427246,915.22,0.039131,0.04125
70,0.1,0.37158942222595215,932.13,0.039,0.605797290802002,995.13,0.038695,0.04104
70,0.15,0.3742051124572754,882.21,0.039,0.8933191299438477,1073.74,0.039343,0.04134
70,0.2,0.3475322723388672,833.38,0.039,1.1850316524505615,1153.23,0.039038,0.0412
70,0.25,0.35716700553894043,785.1,0.039,1.48598313331604,1233.26,0.039109,0.04118
70,0.3,0.349865198135376,735.72,0.039,1.754309892654419,1312.2,0.039162,0.04126
70,0.35,0.33605408668518066,686.89,0.039,2.034717321395874,1391.69,0.039205,0.04133
70,0.4,0.31345295906066895,640.13,0.039,2.3294994831085205,1472.42,0.03885,0.04108
70,0.45,0.31623411178588867,590.39,0.038,2.626812696456909,1551.23,0.038712,0.04108
70,0.5,0.3035457134246826,541.1,0.038,2.895961284637451,1630.48,0.038825,0.04108
70,0.55,0.3213160037994385,492.13,0.038,3.338209867477417,1710.06,0.038976,0.04147
70,0.6,0.3101487159729004,442.75,0.038,3.616331100463867,1789.11,0.038908,0.04135
70,0.65,0.30190610885620117,394.85,0.038,3.961425542831421,1869.52,0.03864,0.04117
70,0.7,0.29248595237731934,345.32,0.038,4.212878465652466,1948.3,0.038752,0.04138
70,0.75,0.29013872146606445,296.27,0.037,4.566806316375732,2027.56,0.038672,0.04138
70,0.8,0.2868175506591797,250.13,0.036,4.8310980796813965,2108.8,0.038184,0.04104
70,0.85,0.2728869915008545,200.13,0.034,5.213698148727417,2187.35,0.038371,0.04116
70,0.9,0.28020811080932617,150.72,0.032,5.595292806625366,2266.49,0.03828,0.0412
70,0.95,0.2750275135040283,101.66,0.027,5.804949522018433,2346.21,0.038972,0.04202
70,0.96,0.28545093536376953,92.28,0.025,5.920905828475952,2361.96,0.039104,0.04203
70,0.97,0.2801637649536133,84.27,0.021,5.97417950630188,2377.72,0.039632,0.04246
70,0.98,0.33412766456604004,76.41,0.016,6.137401342391968,2393.58,0.040578,0.04337
70,0.99,0.46476173400878906,68.22,0.003,6.225730895996094,2409.1,0.043245,0.04577
75,0.05,0.3667590618133545,980.77,0.039,0.31250667572021484,915.43,0.039498,0.04141
75,0.1,0.3807687759399414,932.13,0.039,0.5923380851745605,995.41,0.039109,0.04123
75,0.15,0.3590857982635498,882.21,0.039,0.8759171962738037,1074.1,0.039238,0.04131
75,0.2,0.3505089282989502,833.38,0.039,1.166456937789917,1153.65,0.039526,0.04133
75,0.25,0.35625386238098145,785.1,0.039,1.4642589092254639,1233.75,0.03942,0.04136
75,0.3,0.35273003578186035,735.72,0.039,1.7431182861328125,1312.77,0.03905,0.04119
75,0.35,0.34136486053466797,686.89,0.039,1.9920899868011475,1392.32,0.039091,0.04112
75,0.4,0.33881378173828125,640.13,0.038,2.3205478191375732,1473.13,0.038596,0.04089
75,0.45,0.3174433708190918,590.39,0.038,2.6131298542022705,1552.02,0.039027,0.04118
75,0.5,0.3339540958404541,541.1,0.039,2.901442050933838,1631.34,0.038998,0.04133
75,0.55,0.3127737045288086,492.13,0.038,3.2024645805358887,1710.99,0.039066,0.04126
75,0.6,0.3045189380645752,442.75,0.038,3.4739739894866943,1790.12,0.038808,0.04131
75,0.65,0.28864192962646484,394.85,0.038,3.8002569675445557,1870.59,0.038474,0.04095
75,0.7,0.29114484786987305,345.32,0.037,4.09308385848999,1949.44,0.03854,0.04118
75,0.75,0.2986888885498047,296.27,0.037,4.399949789047241,2028.79,0.038231,0.04104
75,0.8,0.2871215343475342,250.13,0.035,4.823421478271484,2110.09,0.038251,0.04095
75,0.85,0.2711160182952881,200.13,0.035,5.240832567214966,2188.71,0.0385,0.04142
75,0.9,0.27355313301086426,150.72,0.033,5.474119663238525,2267.93,0.038267,0.04129
75,0.95,0.27741146087646484,101.66,0.028,5.78817343711853,2347.71,0.039098,0.04213
75,0.96,0.27991437911987305,92.28,0.025,5.879895925521851,2363.49,0.03927,0.04222
75,0.97,0.28579235076904297,84.27,0.022,6.016064405441284,2379.25,0.039927,0.04276
75,0.98,0.33373522758483887,76.41,0.016,6.009087562561035,2395.12,0.040766,0.04356
75,0.99,0.4440286159515381,68.22,0.003,5.937885522842407,2410.66,0.043684,0.0462
80,0.05,0.39992427825927734,980.77,0.039,0.28751111030578613,915.66,0.038678,0.04103
80,0.1,0.3855862617492676,932.13,0.039,0.5444588661193848,995.73,0.038572,0.04098
80,0.15,0.36304640769958496,882.21,0.039,0.8105342388153076,1074.51,0.038822,0.04102
80,0.2,0.3517122268676758,833.38,0.039,1.0848114490509033,1154.17,0.038952,0.04097
80,0.25,0.3507869243621826,785.1,0.039,1.3457763195037842,1234.36,0.038824,0.04105
80,0.3,0.36145925521850586,735.72,0.039,1.6207585334777832,1313.46,0.038847,0.04103
80,0.35,0.35619521141052246,686.89,0.039,1.8865697383880615,1393.11,0.039046,0.04124
80,0.4,0.34713196754455566,640.13,0.039,2.168275833129883,1474.02,0.038893,0.04104
80,0.45,0.3368237018585205,590.39,0.039,2.4263648986816406,1552.99,0.039057,0.04136
80,0.5,0.329148530960083,541.1,0.038,2.7352583408355713,1632.41,0.039115,0.04135
80,0.55,0.3347785472869873,492.13,0.038,3.0115315914154053,1712.16,0.038899,0.04134
80,0.6,0.3118400573730469,442.75,0.038,3.2001283168792725,1791.38,0.038818,0.04117
80,0.65,0.307584285736084,394.85,0.037,3.5064079761505127,1871.94,0.038527,0.04104
80,0.7,0.3017427921295166,345.32,0.037,3.7861874103546143,1950.89,0.038923,0.04139
80,0.75,0.2962789535522461,296.27,0.037,4.217641115188599,2030.32,0.038213,0.04095
80,0.8,0.28353381156921387,250.13,0.036,4.414584398269653,2111.73,0.038565,0.0413
80,0.85,0.2792508602142334,200.13,0.035,4.72717022895813,2190.44,0.038545,0.04147
80,0.9,0.27846717834472656,150.72,0.033,5.088788986206055,2269.74,0.038107,0.04114
80,0.95,0.27004075050354004,101.66,0.028,5.518484115600586,2349.63,0.038819,0.04179
80,0.96,0.28401994705200195,92.28,0.025,5.808209180831909,2365.43,0.039108,0.04205
80,0.97,0.2850611209869385,84.27,0.022,5.619468927383423,2381.21,0.039705,0.04262
80,0.98,0.3268089294433594,76.41,0.016,5.802185535430908,2397.09,0.040689,0.04341
80,0.99,0.4710555076599121,68.22,0.003,6.072338104248047,2412.65,0.043822,0.04633
85,0.05,0.40483570098876953,980.77,0.039,0.33886003494262695,915.91,0.040084,0.04111
85,0.1,0.3774707317352295,932.13,0.039,0.5482664108276367,996.09,0.039203,0.04127
85,0.15,0.3658449649810791,882.21,0.039,0.8273143768310547,1074.98,0.038446,0.04086
85,0.2,0.3647012710571289,833.38,0.039,1.1439852714538574,1154.74,0.039169,0.04134
85,0.25,0.3599989414215088,785.1,0.039,1.3879218101501465,1235.06,0.039153,0.0413
85,0.3,0.37638354301452637,735.72,0.039,1.5889325141906738,1314.26,0.039281,0.04136
85,0.35,0.37075161933898926,686.89,0.039,1.8450207710266113,1394.03,0.038673,0.04099
85,0.4,0.3378009796142578,640.13,0.039,2.068892002105713,1475.04,0.039242,0.0413
85,0.45,0.3373234272003174,590.39,0.039,2.3721816539764404,1554.13,0.039071,0.04124
85,0.5,0.3396620750427246,541.1,0.039,2.621804714202881,1633.66,0.039039,0.04136
85,0.55,0.32500171661376953,492.13,0.038,2.990464925765991,1713.51,0.03891,0.04138
85,0.6,0.31273317337036133,442.75,0.038,3.2918131351470947,1792.85,0.038914,0.04135
85,0.65,0.31548643112182617,394.85,0.038,3.560133457183838,1873.52,0.038576,0.04108
85,0.7,0.3143637180328369,345.32,0.037,3.8568012714385986,1952.58,0.038636,0.04119
85,0.75,0.288646936416626,296.27,0.037,4.233435869216919,2032.13,0.038568,0.04125
85,0.8,0.3000035285949707,250.13,0.036,4.450021743774414,2113.63,0.038401,0.04119
85,0.85,0.2851245403289795,200.13,0.035,4.766499757766724,2192.47,0.038565,0.04147
85,0.9,0.28141188621520996,150.72,0.032,4.898347854614258,2271.88,0.037926,0.0409
85,0.95,0.2677464485168457,101.66,0.027,5.201632022857666,2351.88,0.03891,0.04195
85,0.96,0.2701704502105713,92.28,0.025,5.2360804080963135,2367.69,0.03924,0.04217
85,0.97,0.2747304439544678,84.27,0.022,5.425740003585815,2383.5,0.039724,0.04255
85,0.98,0.31368017196655273,76.41,0.015,5.4842681884765625,2399.4,0.040881,0.04373
85,0.99,0.5009505748748779,68.22,0.003,5.584812879562378,2414.98,0.043547,0.04602
90,0.05,0.380277156829834,980.77,0.039,0.2683451175689697,917.74,0.040013,0.04098
90,0.1,0.3898146152496338,932.13,0.039,0.529109001159668,997.71,0.03858,0.04117
90,0.15,0.3682253360748291,882.21,0.039,0.7853503227233887,1078.35,0.039067,0.04121
90,0.2,0.3848295211791992,833.38,0.039,1.5993802547454834,1158.17,0.038871,0.04101
90,0.25,0.38813138008117676,785.1,0.039,1.930785894393921,1236.98,0.038811,0.04092
90,0.3,0.37984132766723633,735.72,0.039,2.31160831451416,1318.19,0.038927,0.04104
90,0.35,0.3884725570678711,686.89,0.039,2.6991028785705566,1397.03,0.039164,0.04121
90,0.4,0.3504805564880371,640.13,0.039,3.121915817260742,1479.91,0.039159,0.04136
90,0.45,0.345365047454834,590.39,0.038,3.572439432144165,1558.44,0.038798,0.04108
90,0.5,0.3564174175262451,541.1,0.038,3.9496893882751465,1638.01,0.038678,0.04084
90,0.55,0.3414340019226074,492.13,0.038,4.471816062927246,1717.31,0.038774,0.04116
90,0.6,0.33813929557800293,442.75,0.038,4.767937183380127,1799.57,0.038872,0.04141
90,0.65,0.3291130065917969,394.85,0.038,5.2742085456848145,1878.37,0.038666,0.04122
90,0.7,0.3312540054321289,345.32,0.037,5.7223474979400635,1964.55,0.038471,0.041
90,0.75,0.3293418884277344,296.27,0.037,6.264828205108643,2046.74,0.038351,0.04111
90,0.8,0.3232138156890869,250.13,0.036,7.024195432662964,2136.52,0.038476,0.04126
90,0.85,0.31442952156066895,200.13,0.035,7.182132959365845,2219.91,0.038357,0.0413
90,0.9,0.3110370635986328,150.72,0.033,7.9388275146484375,2305.36,0.038647,0.04165
90,0.95,0.32465124130249023,101.66,0.027,8.185736417770386,2390.8,0.038782,0.04173
90,0.96,0.32160186767578125,92.28,0.025,8.433443307876587,2409.09,0.03923,0.04217
90,0.97,0.3454465866088867,84.27,0.022,8.618984460830688,2423.39,0.039663,0.04249
90,0.98,0.38375020027160645,76.41,0.015,8.411627531051636,2441.24,0.040699,0.04352
90,0.99,0.5198919773101807,68.22,0.003,8.736814022064209,2457.91,0.043519,0.04605
95,0.05,0.42643141746520996,980.77,0.039,0.4069252014160156,917.69,0.039557,0.04134
95,0.1,0.41429805755615234,932.13,0.039,0.7736337184906006,998.55,0.039153,0.0409
95,0.15,0.3994276523590088,882.21,0.039,1.1539294719696045,1078.99,0.039056,0.04129
95,0.2,0.3973805904388428,833.38,0.039,1.5689220428466797,1158.35,0.039138,0.0412
95,0.25,0.3713810443878174,785.1,0.039,2.0110881328582764,1238.06,0.039256,0.04123
95,0.3,0.37424755096435547,735.72,0.039,2.3354671001434326,1318.38,0.038988,0.04097
95,0.35,0.399827241897583,686.89,0.039,2.7883777618408203,1397.46,0.039146,0.04118
95,0.4,0.3706364631652832,640.13,0.039,3.214139938354492,1478.65,0.03886,0.04116
95,0.45,0.36296701431274414,590.39,0.038,3.6188948154449463,1558.59,0.038748,0.04107
95,0.5,0.3553776741027832,541.1,0.038,4.103343486785889,1637.76,0.038928,0.04117
95,0.55,0.36190366744995117,492.13,0.038,4.617362976074219,1717.95,0.038614,0.04086
95,0.6,0.3340332508087158,442.75,0.038,5.017188310623169,1800.4,0.03907,0.04154
95,0.65,0.28095459938049316,394.85,0.038,3.1789886951446533,1880.58,0.038638,0.04125
95,0.7,0.28896427154541016,345.32,0.037,3.4700236320495605,1967.58,0.038602,0.04109
95,0.75,0.29408693313598633,296.27,0.037,3.7263307571411133,2058.76,0.038211,0.041
95,0.8,0.2815072536468506,250.13,0.036,4.063127756118774,2153.42,0.03855,0.04136
95,0.85,0.2746870517730713,200.13,0.035,4.2925331592559814,2246.45,0.038373,0.0413
95,0.9,0.28348565101623535,150.72,0.033,4.576117753982544,2342.19,0.038461,0.04142
95,0.95,0.27400660514831543,101.66,0.028,4.947616100311279,2436.05,0.039078,0.04203
95,0.96,0.2698686122894287,92.28,0.025,5.106872797012329,2453.89,0.03934,0.04228
95,0.97,0.28013134002685547,84.27,0.022,5.180375337600708,2470.76,0.039916,0.04281
95,0.98,0.3175375461578369,76.41,0.016,5.299685716629028,2490.11,0.040694,0.0435
95,0.99,0.41932010650634766,68.22,0.003,5.284553527832031,2509.47,0.043572,0.04615
100,0.05,0.38059473037719727,980.77,0.039,0.2809114456176758,917.73,0.038495,0.04097
100,0.1,0.36362147331237793,932.13,0.039,0.530562162399292,998.5,0.03903,0.04097
100,0.15,0.3690063953399658,882.21,0.039,0.8073883056640625,1078.46,0.039042,0.04117
100,0.2,0.36480212211608887,833.38,0.039,1.059851884841919,1158.52,0.03906,0.04123
100,0.25,0.33863091468811035,785.1,0.039,1.328221321105957,1238.46,0.038838,0.04116
100,0.3,0.34510374069213867,735.72,0.039,1.5881938934326172,1319.51,0.038801,0.04116
100,0.35,0.3396170139312744,686.89,0.039,1.8689806461334229,1397.85,0.039118,0.04132
100,0.4,0.31778931617736816,640.13,0.038,2.0905652046203613,1481.56,0.038977,0.04108
100,0.45,0.3270280361175537,590.39,0.039,2.368006944656372,1559.14,0.039121,0.04136
100,0.5,0.3366208076477051,541.1,0.039,2.6158320903778076,1639.87,0.039291,0.04149
100,0.55,0.30216431617736816,492.13,0.038,2.924848794937134,1718.36,0.038931,0.0413
100,0.6,0.30753493309020996,442.75,0.038,3.088822603225708,1800.18,0.038519,0.04087
100,0.65,0.30876922607421875,394.85,0.038,3.372175693511963,1883.03,0.038798,0.04141
100,0.7,0.2788381576538086,345.32,0.037,3.6904375553131104,1962.32,0.038666,0.04122
100,0.75,0.27565979957580566,296.27,0.037,3.8799707889556885,2048.15,0.03865,0.04131
100,0.8,0.2775309085845947,250.13,0.036,4.2091450691223145,2133.93,0.03858,0.04142
100,0.85,0.27158570289611816,200.13,0.035,4.435301780700684,2216.68,0.038467,0.04136
100,0.9,0.27402567863464355,150.72,0.032,4.745608806610107,2298.89,0.03823,0.04118
100,0.95,0.27907443046569824,101.66,0.027,5.096068859100342,2386.24,0.038755,0.04169
100,0.96,0.2834312915802002,92.28,0.025,5.106026887893677,2402.35,0.039254,0.04212
100,0.97,0.28936028480529785,84.27,0.021,5.186002969741821,2418.45,0.039839,0.04271
100,0.98,0.3206453323364258,76.41,0.016,5.242482423782349,2435.53,0.040942,0.04378
100,0.99,0.43671703338623047,68.22,0.003,5.302138566970825,2450.66,0.043204,0.04579
